key,english,assamese,konkani,gujarati,marathi,meitei,mizo,odia,punjabi,nepali,bengali,kashmiri,ladakhi
ui_0136,Current language,"=IFERROR(GOOGLETRANSLATE($B137,""en"",""as""),$B137)","=IFERROR(GOOGLETRANSLATE($B137,""en"",""gom""),$B137)","=IFERROR(GOOGLETRANSLATE($B137,""en"",""gu""),$B137)","=IFERROR(GOOGLETRANSLATE($B137,""en"",""mr""),$B137)","=IFERROR(GOOGLETRANSLATE($B137,""en"",""mni-Mtei""),$B137)","=IFERROR(GOOGLETRANSLATE($B137,""en"",""lus""),$B137)","=IFERROR(GOOGLETRANSLATE($B137,""en"",""or""),$B137)","=IFERROR(GOOGLETRANSLATE($B137,""en"",""pa""),$B137)","=IFERROR(GOOGLETRANSLATE($B137,""en"",""ne""),$B137)","=IFERROR(GOOGLETRANSLATE($B137,""en"",""bn""),$B137)","=IFERROR(GOOGLETRANSLATE($B137,""en"",""ks""),$B137)",=$B137
ui_0137,Custom,"=IFERROR(GOOGLETRANSLATE($B138,""en"",""as""),$B138)","=IFERROR(GOOGLETRANSLATE($B138,""en"",""gom""),$B138)","=IFERROR(GOOGLETRANSLATE($B138,""en"",""gu""),$B138)","=IFERROR(GOOGLETRANSLATE($B138,""en"",""mr""),$B138)","=IFERROR(GOOGLETRANSLATE($B138,""en"",""mni-Mtei""),$B138)","=IFERROR(GOOGLETRANSLATE($B138,""en"",""lus""),$B138)","=IFERROR(GOOGLETRANSLATE($B138,""en"",""or""),$B138)","=IFERROR(GOOGLETRANSLATE($B138,""en"",""pa""),$B138)","=IFERROR(GOOGLETRANSLATE($B138,""en"",""ne""),$B138)","=IFERROR(GOOGLETRANSLATE($B138,""en"",""bn""),$B138)","=IFERROR(GOOGLETRANSLATE($B138,""en"",""ks""),$B138)",=$B138
ui_0138,"Customize the selected template in the editor, then save or share it.","=IFERROR(GOOGLETRANSLATE($B139,""en"",""as""),$B139)","=IFERROR(GOOGLETRANSLATE($B139,""en"",""gom""),$B139)","=IFERROR(GOOGLETRANSLATE($B139,""en"",""gu""),$B139)","=IFERROR(GOOGLETRANSLATE($B139,""en"",""mr""),$B139)","=IFERROR(GOOGLETRANSLATE($B139,""en"",""mni-Mtei""),$B139)","=IFERROR(GOOGLETRANSLATE($B139,""en"",""lus""),$B139)","=IFERROR(GOOGLETRANSLATE($B139,""en"",""or""),$B139)","=IFERROR(GOOGLETRANSLATE($B139,""en"",""pa""),$B139)","=IFERROR(GOOGLETRANSLATE($B139,""en"",""ne""),$B139)","=IFERROR(GOOGLETRANSLATE($B139,""en"",""bn""),$B139)","=IFERROR(GOOGLETRANSLATE($B139,""en"",""ks""),$B139)",=$B139
ui_0139,Data Protection,"=IFERROR(GOOGLETRANSLATE($B140,""en"",""as""),$B140)","=IFERROR(GOOGLETRANSLATE($B140,""en"",""gom""),$B140)","=IFERROR(GOOGLETRANSLATE($B140,""en"",""gu""),$B140)","=IFERROR(GOOGLETRANSLATE($B140,""en"",""mr""),$B140)","=IFERROR(GOOGLETRANSLATE($B140,""en"",""mni-Mtei""),$B140)","=IFERROR(GOOGLETRANSLATE($B140,""en"",""lus""),$B140)","=IFERROR(GOOGLETRANSLATE($B140,""en"",""or""),$B140)","=IFERROR(GOOGLETRANSLATE($B140,""en"",""pa""),$B140)","=IFERROR(GOOGLETRANSLATE($B140,""en"",""ne""),$B140)","=IFERROR(GOOGLETRANSLATE($B140,""en"",""bn""),$B140)","=IFERROR(GOOGLETRANSLATE($B140,""en"",""ks""),$B140)",=$B140
ui_0140,Data Sharing,"=IFERROR(GOOGLETRANSLATE($B141,""en"",""as""),$B141)","=IFERROR(GOOGLETRANSLATE($B141,""en"",""gom""),$B141)","=IFERROR(GOOGLETRANSLATE($B141,""en"",""gu""),$B141)","=IFERROR(GOOGLETRANSLATE($B141,""en"",""mr""),$B141)","=IFERROR(GOOGLETRANSLATE($B141,""en"",""mni-Mtei""),$B141)","=IFERROR(GOOGLETRANSLATE($B141,""en"",""lus""),$B141)","=IFERROR(GOOGLETRANSLATE($B141,""en"",""or""),$B141)","=IFERROR(GOOGLETRANSLATE($B141,""en"",""pa""),$B141)","=IFERROR(GOOGLETRANSLATE($B141,""en"",""ne""),$B141)","=IFERROR(GOOGLETRANSLATE($B141,""en"",""bn""),$B141)","=IFERROR(GOOGLETRANSLATE($B141,""en"",""ks""),$B141)",=$B141
ui_0141,Delete,"=IFERROR(GOOGLETRANSLATE($B142,""en"",""as""),$B142)","=IFERROR(GOOGLETRANSLATE($B142,""en"",""gom""),$B142)","=IFERROR(GOOGLETRANSLATE($B142,""en"",""gu""),$B142)","=IFERROR(GOOGLETRANSLATE($B142,""en"",""mr""),$B142)","=IFERROR(GOOGLETRANSLATE($B142,""en"",""mni-Mtei""),$B142)","=IFERROR(GOOGLETRANSLATE($B142,""en"",""lus""),$B142)","=IFERROR(GOOGLETRANSLATE($B142,""en"",""or""),$B142)","=IFERROR(GOOGLETRANSLATE($B142,""en"",""pa""),$B142)","=IFERROR(GOOGLETRANSLATE($B142,""en"",""ne""),$B142)","=IFERROR(GOOGLETRANSLATE($B142,""en"",""bn""),$B142)","=IFERROR(GOOGLETRANSLATE($B142,""en"",""ks""),$B142)",=$B142
ui_0142,Delete account,"=IFERROR(GOOGLETRANSLATE($B143,""en"",""as""),$B143)","=IFERROR(GOOGLETRANSLATE($B143,""en"",""gom""),$B143)","=IFERROR(GOOGLETRANSLATE($B143,""en"",""gu""),$B143)","=IFERROR(GOOGLETRANSLATE($B143,""en"",""mr""),$B143)","=IFERROR(GOOGLETRANSLATE($B143,""en"",""mni-Mtei""),$B143)","=IFERROR(GOOGLETRANSLATE($B143,""en"",""lus""),$B143)","=IFERROR(GOOGLETRANSLATE($B143,""en"",""or""),$B143)","=IFERROR(GOOGLETRANSLATE($B143,""en"",""pa""),$B143)","=IFERROR(GOOGLETRANSLATE($B143,""en"",""ne""),$B143)","=IFERROR(GOOGLETRANSLATE($B143,""en"",""bn""),$B143)","=IFERROR(GOOGLETRANSLATE($B143,""en"",""ks""),$B143)",=$B143
ui_0143,Delete layer,"=IFERROR(GOOGLETRANSLATE($B144,""en"",""as""),$B144)","=IFERROR(GOOGLETRANSLATE($B144,""en"",""gom""),$B144)","=IFERROR(GOOGLETRANSLATE($B144,""en"",""gu""),$B144)","=IFERROR(GOOGLETRANSLATE($B144,""en"",""mr""),$B144)","=IFERROR(GOOGLETRANSLATE($B144,""en"",""mni-Mtei""),$B144)","=IFERROR(GOOGLETRANSLATE($B144,""en"",""lus""),$B144)","=IFERROR(GOOGLETRANSLATE($B144,""en"",""or""),$B144)","=IFERROR(GOOGLETRANSLATE($B144,""en"",""pa""),$B144)","=IFERROR(GOOGLETRANSLATE($B144,""en"",""ne""),$B144)","=IFERROR(GOOGLETRANSLATE($B144,""en"",""bn""),$B144)","=IFERROR(GOOGLETRANSLATE($B144,""en"",""ks""),$B144)",=$B144
ui_0144,Delete my account,"=IFERROR(GOOGLETRANSLATE($B145,""en"",""as""),$B145)","=IFERROR(GOOGLETRANSLATE($B145,""en"",""gom""),$B145)","=IFERROR(GOOGLETRANSLATE($B145,""en"",""gu""),$B145)","=IFERROR(GOOGLETRANSLATE($B145,""en"",""mr""),$B145)","=IFERROR(GOOGLETRANSLATE($B145,""en"",""mni-Mtei""),$B145)","=IFERROR(GOOGLETRANSLATE($B145,""en"",""lus""),$B145)","=IFERROR(GOOGLETRANSLATE($B145,""en"",""or""),$B145)","=IFERROR(GOOGLETRANSLATE($B145,""en"",""pa""),$B145)","=IFERROR(GOOGLETRANSLATE($B145,""en"",""ne""),$B145)","=IFERROR(GOOGLETRANSLATE($B145,""en"",""bn""),$B145)","=IFERROR(GOOGLETRANSLATE($B145,""en"",""ks""),$B145)",=$B145
ui_0145,Delete selected,"=IFERROR(GOOGLETRANSLATE($B146,""en"",""as""),$B146)","=IFERROR(GOOGLETRANSLATE($B146,""en"",""gom""),$B146)","=IFERROR(GOOGLETRANSLATE($B146,""en"",""gu""),$B146)","=IFERROR(GOOGLETRANSLATE($B146,""en"",""mr""),$B146)","=IFERROR(GOOGLETRANSLATE($B146,""en"",""mni-Mtei""),$B146)","=IFERROR(GOOGLETRANSLATE($B146,""en"",""lus""),$B146)","=IFERROR(GOOGLETRANSLATE($B146,""en"",""or""),$B146)","=IFERROR(GOOGLETRANSLATE($B146,""en"",""pa""),$B146)","=IFERROR(GOOGLETRANSLATE($B146,""en"",""ne""),$B146)","=IFERROR(GOOGLETRANSLATE($B146,""en"",""bn""),$B146)","=IFERROR(GOOGLETRANSLATE($B146,""en"",""ks""),$B146)",=$B146
ui_0146,Designation,"=IFERROR(GOOGLETRANSLATE($B147,""en"",""as""),$B147)","=IFERROR(GOOGLETRANSLATE($B147,""en"",""gom""),$B147)","=IFERROR(GOOGLETRANSLATE($B147,""en"",""gu""),$B147)","=IFERROR(GOOGLETRANSLATE($B147,""en"",""mr""),$B147)","=IFERROR(GOOGLETRANSLATE($B147,""en"",""mni-Mtei""),$B147)","=IFERROR(GOOGLETRANSLATE($B147,""en"",""lus""),$B147)","=IFERROR(GOOGLETRANSLATE($B147,""en"",""or""),$B147)","=IFERROR(GOOGLETRANSLATE($B147,""en"",""pa""),$B147)","=IFERROR(GOOGLETRANSLATE($B147,""en"",""ne""),$B147)","=IFERROR(GOOGLETRANSLATE($B147,""en"",""bn""),$B147)","=IFERROR(GOOGLETRANSLATE($B147,""en"",""ks""),$B147)",=$B147
ui_0147,Device Access and Sessions,"=IFERROR(GOOGLETRANSLATE($B148,""en"",""as""),$B148)","=IFERROR(GOOGLETRANSLATE($B148,""en"",""gom""),$B148)","=IFERROR(GOOGLETRANSLATE($B148,""en"",""gu""),$B148)","=IFERROR(GOOGLETRANSLATE($B148,""en"",""mr""),$B148)","=IFERROR(GOOGLETRANSLATE($B148,""en"",""mni-Mtei""),$B148)","=IFERROR(GOOGLETRANSLATE($B148,""en"",""lus""),$B148)","=IFERROR(GOOGLETRANSLATE($B148,""en"",""or""),$B148)","=IFERROR(GOOGLETRANSLATE($B148,""en"",""pa""),$B148)","=IFERROR(GOOGLETRANSLATE($B148,""en"",""ne""),$B148)","=IFERROR(GOOGLETRANSLATE($B148,""en"",""bn""),$B148)","=IFERROR(GOOGLETRANSLATE($B148,""en"",""ks""),$B148)",=$B148
ui_0148,Display Name,"=IFERROR(GOOGLETRANSLATE($B149,""en"",""as""),$B149)","=IFERROR(GOOGLETRANSLATE($B149,""en"",""gom""),$B149)","=IFERROR(GOOGLETRANSLATE($B149,""en"",""gu""),$B149)","=IFERROR(GOOGLETRANSLATE($B149,""en"",""mr""),$B149)","=IFERROR(GOOGLETRANSLATE($B149,""en"",""mni-Mtei""),$B149)","=IFERROR(GOOGLETRANSLATE($B149,""en"",""lus""),$B149)","=IFERROR(GOOGLETRANSLATE($B149,""en"",""or""),$B149)","=IFERROR(GOOGLETRANSLATE($B149,""en"",""pa""),$B149)","=IFERROR(GOOGLETRANSLATE($B149,""en"",""ne""),$B149)","=IFERROR(GOOGLETRANSLATE($B149,""en"",""bn""),$B149)","=IFERROR(GOOGLETRANSLATE($B149,""en"",""ks""),$B149)",=$B149
ui_0149,Don't have an account?,"=IFERROR(GOOGLETRANSLATE($B150,""en"",""as""),$B150)","=IFERROR(GOOGLETRANSLATE($B150,""en"",""gom""),$B150)","=IFERROR(GOOGLETRANSLATE($B150,""en"",""gu""),$B150)","=IFERROR(GOOGLETRANSLATE($B150,""en"",""mr""),$B150)","=IFERROR(GOOGLETRANSLATE($B150,""en"",""mni-Mtei""),$B150)","=IFERROR(GOOGLETRANSLATE($B150,""en"",""lus""),$B150)","=IFERROR(GOOGLETRANSLATE($B150,""en"",""or""),$B150)","=IFERROR(GOOGLETRANSLATE($B150,""en"",""pa""),$B150)","=IFERROR(GOOGLETRANSLATE($B150,""en"",""ne""),$B150)","=IFERROR(GOOGLETRANSLATE($B150,""en"",""bn""),$B150)","=IFERROR(GOOGLETRANSLATE($B150,""en"",""ks""),$B150)",=$B150
ui_0150,Download,"=IFERROR(GOOGLETRANSLATE($B151,""en"",""as""),$B151)","=IFERROR(GOOGLETRANSLATE($B151,""en"",""gom""),$B151)","=IFERROR(GOOGLETRANSLATE($B151,""en"",""gu""),$B151)","=IFERROR(GOOGLETRANSLATE($B151,""en"",""mr""),$B151)","=IFERROR(GOOGLETRANSLATE($B151,""en"",""mni-Mtei""),$B151)","=IFERROR(GOOGLETRANSLATE($B151,""en"",""lus""),$B151)","=IFERROR(GOOGLETRANSLATE($B151,""en"",""or""),$B151)","=IFERROR(GOOGLETRANSLATE($B151,""en"",""pa""),$B151)","=IFERROR(GOOGLETRANSLATE($B151,""en"",""ne""),$B151)","=IFERROR(GOOGLETRANSLATE($B151,""en"",""bn""),$B151)","=IFERROR(GOOGLETRANSLATE($B151,""en"",""ks""),$B151)",=$B151
ui_0151,Download failed. Please try again.,"=IFERROR(GOOGLETRANSLATE($B152,""en"",""as""),$B152)","=IFERROR(GOOGLETRANSLATE($B152,""en"",""gom""),$B152)","=IFERROR(GOOGLETRANSLATE($B152,""en"",""gu""),$B152)","=IFERROR(GOOGLETRANSLATE($B152,""en"",""mr""),$B152)","=IFERROR(GOOGLETRANSLATE($B152,""en"",""mni-Mtei""),$B152)","=IFERROR(GOOGLETRANSLATE($B152,""en"",""lus""),$B152)","=IFERROR(GOOGLETRANSLATE($B152,""en"",""or""),$B152)","=IFERROR(GOOGLETRANSLATE($B152,""en"",""pa""),$B152)","=IFERROR(GOOGLETRANSLATE($B152,""en"",""ne""),$B152)","=IFERROR(GOOGLETRANSLATE($B152,""en"",""bn""),$B152)","=IFERROR(GOOGLETRANSLATE($B152,""en"",""ks""),$B152)",=$B152
ui_0152,Draft save failed,"=IFERROR(GOOGLETRANSLATE($B153,""en"",""as""),$B153)","=IFERROR(GOOGLETRANSLATE($B153,""en"",""gom""),$B153)","=IFERROR(GOOGLETRANSLATE($B153,""en"",""gu""),$B153)","=IFERROR(GOOGLETRANSLATE($B153,""en"",""mr""),$B153)","=IFERROR(GOOGLETRANSLATE($B153,""en"",""mni-Mtei""),$B153)","=IFERROR(GOOGLETRANSLATE($B153,""en"",""lus""),$B153)","=IFERROR(GOOGLETRANSLATE($B153,""en"",""or""),$B153)","=IFERROR(GOOGLETRANSLATE($B153,""en"",""pa""),$B153)","=IFERROR(GOOGLETRANSLATE($B153,""en"",""ne""),$B153)","=IFERROR(GOOGLETRANSLATE($B153,""en"",""bn""),$B153)","=IFERROR(GOOGLETRANSLATE($B153,""en"",""ks""),$B153)",=$B153
ui_0153,Draft saved in app storage,"=IFERROR(GOOGLETRANSLATE($B154,""en"",""as""),$B154)","=IFERROR(GOOGLETRANSLATE($B154,""en"",""gom""),$B154)","=IFERROR(GOOGLETRANSLATE($B154,""en"",""gu""),$B154)","=IFERROR(GOOGLETRANSLATE($B154,""en"",""mr""),$B154)","=IFERROR(GOOGLETRANSLATE($B154,""en"",""mni-Mtei""),$B154)","=IFERROR(GOOGLETRANSLATE($B154,""en"",""lus""),$B154)","=IFERROR(GOOGLETRANSLATE($B154,""en"",""or""),$B154)","=IFERROR(GOOGLETRANSLATE($B154,""en"",""pa""),$B154)","=IFERROR(GOOGLETRANSLATE($B154,""en"",""ne""),$B154)","=IFERROR(GOOGLETRANSLATE($B154,""en"",""bn""),$B154)","=IFERROR(GOOGLETRANSLATE($B154,""en"",""ks""),$B154)",=$B154
ui_0154,Drafts,"=IFERROR(GOOGLETRANSLATE($B155,""en"",""as""),$B155)","=IFERROR(GOOGLETRANSLATE($B155,""en"",""gom""),$B155)","=IFERROR(GOOGLETRANSLATE($B155,""en"",""gu""),$B155)","=IFERROR(GOOGLETRANSLATE($B155,""en"",""mr""),$B155)","=IFERROR(GOOGLETRANSLATE($B155,""en"",""mni-Mtei""),$B155)","=IFERROR(GOOGLETRANSLATE($B155,""en"",""lus""),$B155)","=IFERROR(GOOGLETRANSLATE($B155,""en"",""or""),$B155)","=IFERROR(GOOGLETRANSLATE($B155,""en"",""pa""),$B155)","=IFERROR(GOOGLETRANSLATE($B155,""en"",""ne""),$B155)","=IFERROR(GOOGLETRANSLATE($B155,""en"",""bn""),$B155)","=IFERROR(GOOGLETRANSLATE($B155,""en"",""ks""),$B155)",=$B155
ui_0155,Drag on the photo to erase,"=IFERROR(GOOGLETRANSLATE($B156,""en"",""as""),$B156)","=IFERROR(GOOGLETRANSLATE($B156,""en"",""gom""),$B156)","=IFERROR(GOOGLETRANSLATE($B156,""en"",""gu""),$B156)","=IFERROR(GOOGLETRANSLATE($B156,""en"",""mr""),$B156)","=IFERROR(GOOGLETRANSLATE($B156,""en"",""mni-Mtei""),$B156)","=IFERROR(GOOGLETRANSLATE($B156,""en"",""lus""),$B156)","=IFERROR(GOOGLETRANSLATE($B156,""en"",""or""),$B156)","=IFERROR(GOOGLETRANSLATE($B156,""en"",""pa""),$B156)","=IFERROR(GOOGLETRANSLATE($B156,""en"",""ne""),$B156)","=IFERROR(GOOGLETRANSLATE($B156,""en"",""bn""),$B156)","=IFERROR(GOOGLETRANSLATE($B156,""en"",""ks""),$B156)",=$B156
ui_0156,Duplicate selected,"=IFERROR(GOOGLETRANSLATE($B157,""en"",""as""),$B157)","=IFERROR(GOOGLETRANSLATE($B157,""en"",""gom""),$B157)","=IFERROR(GOOGLETRANSLATE($B157,""en"",""gu""),$B157)","=IFERROR(GOOGLETRANSLATE($B157,""en"",""mr""),$B157)","=IFERROR(GOOGLETRANSLATE($B157,""en"",""mni-Mtei""),$B157)","=IFERROR(GOOGLETRANSLATE($B157,""en"",""lus""),$B157)","=IFERROR(GOOGLETRANSLATE($B157,""en"",""or""),$B157)","=IFERROR(GOOGLETRANSLATE($B157,""en"",""pa""),$B157)","=IFERROR(GOOGLETRANSLATE($B157,""en"",""ne""),$B157)","=IFERROR(GOOGLETRANSLATE($B157,""en"",""bn""),$B157)","=IFERROR(GOOGLETRANSLATE($B157,""en"",""ks""),$B157)",=$B157
ui_0157,Edit,"=IFERROR(GOOGLETRANSLATE($B158,""en"",""as""),$B158)","=IFERROR(GOOGLETRANSLATE($B158,""en"",""gom""),$B158)","=IFERROR(GOOGLETRANSLATE($B158,""en"",""gu""),$B158)","=IFERROR(GOOGLETRANSLATE($B158,""en"",""mr""),$B158)","=IFERROR(GOOGLETRANSLATE($B158,""en"",""mni-Mtei""),$B158)","=IFERROR(GOOGLETRANSLATE($B158,""en"",""lus""),$B158)","=IFERROR(GOOGLETRANSLATE($B158,""en"",""or""),$B158)","=IFERROR(GOOGLETRANSLATE($B158,""en"",""pa""),$B158)","=IFERROR(GOOGLETRANSLATE($B158,""en"",""ne""),$B158)","=IFERROR(GOOGLETRANSLATE($B158,""en"",""bn""),$B158)","=IFERROR(GOOGLETRANSLATE($B158,""en"",""ks""),$B158)",=$B158
ui_0158,Edit Text,"=IFERROR(GOOGLETRANSLATE($B159,""en"",""as""),$B159)","=IFERROR(GOOGLETRANSLATE($B159,""en"",""gom""),$B159)","=IFERROR(GOOGLETRANSLATE($B159,""en"",""gu""),$B159)","=IFERROR(GOOGLETRANSLATE($B159,""en"",""mr""),$B159)","=IFERROR(GOOGLETRANSLATE($B159,""en"",""mni-Mtei""),$B159)","=IFERROR(GOOGLETRANSLATE($B159,""en"",""lus""),$B159)","=IFERROR(GOOGLETRANSLATE($B159,""en"",""or""),$B159)","=IFERROR(GOOGLETRANSLATE($B159,""en"",""pa""),$B159)","=IFERROR(GOOGLETRANSLATE($B159,""en"",""ne""),$B159)","=IFERROR(GOOGLETRANSLATE($B159,""en"",""bn""),$B159)","=IFERROR(GOOGLETRANSLATE($B159,""en"",""ks""),$B159)",=$B159
ui_0159,Editor is not available on web. Use the mobile app to create posters.,"=IFERROR(GOOGLETRANSLATE($B160,""en"",""as""),$B160)","=IFERROR(GOOGLETRANSLATE($B160,""en"",""gom""),$B160)","=IFERROR(GOOGLETRANSLATE($B160,""en"",""gu""),$B160)","=IFERROR(GOOGLETRANSLATE($B160,""en"",""mr""),$B160)","=IFERROR(GOOGLETRANSLATE($B160,""en"",""mni-Mtei""),$B160)","=IFERROR(GOOGLETRANSLATE($B160,""en"",""lus""),$B160)","=IFERROR(GOOGLETRANSLATE($B160,""en"",""or""),$B160)","=IFERROR(GOOGLETRANSLATE($B160,""en"",""pa""),$B160)","=IFERROR(GOOGLETRANSLATE($B160,""en"",""ne""),$B160)","=IFERROR(GOOGLETRANSLATE($B160,""en"",""bn""),$B160)","=IFERROR(GOOGLETRANSLATE($B160,""en"",""ks""),$B160)",=$B160
ui_0160,Effects,"=IFERROR(GOOGLETRANSLATE($B161,""en"",""as""),$B161)","=IFERROR(GOOGLETRANSLATE($B161,""en"",""gom""),$B161)","=IFERROR(GOOGLETRANSLATE($B161,""en"",""gu""),$B161)","=IFERROR(GOOGLETRANSLATE($B161,""en"",""mr""),$B161)","=IFERROR(GOOGLETRANSLATE($B161,""en"",""mni-Mtei""),$B161)","=IFERROR(GOOGLETRANSLATE($B161,""en"",""lus""),$B161)","=IFERROR(GOOGLETRANSLATE($B161,""en"",""or""),$B161)","=IFERROR(GOOGLETRANSLATE($B161,""en"",""pa""),$B161)","=IFERROR(GOOGLETRANSLATE($B161,""en"",""ne""),$B161)","=IFERROR(GOOGLETRANSLATE($B161,""en"",""bn""),$B161)","=IFERROR(GOOGLETRANSLATE($B161,""en"",""ks""),$B161)",=$B161
ui_0161,Elements,"=IFERROR(GOOGLETRANSLATE($B162,""en"",""as""),$B162)","=IFERROR(GOOGLETRANSLATE($B162,""en"",""gom""),$B162)","=IFERROR(GOOGLETRANSLATE($B162,""en"",""gu""),$B162)","=IFERROR(GOOGLETRANSLATE($B162,""en"",""mr""),$B162)","=IFERROR(GOOGLETRANSLATE($B162,""en"",""mni-Mtei""),$B162)","=IFERROR(GOOGLETRANSLATE($B162,""en"",""lus""),$B162)","=IFERROR(GOOGLETRANSLATE($B162,""en"",""or""),$B162)","=IFERROR(GOOGLETRANSLATE($B162,""en"",""pa""),$B162)","=IFERROR(GOOGLETRANSLATE($B162,""en"",""ne""),$B162)","=IFERROR(GOOGLETRANSLATE($B162,""en"",""bn""),$B162)","=IFERROR(GOOGLETRANSLATE($B162,""en"",""ks""),$B162)",=$B162
ui_0162,Email address,"=IFERROR(GOOGLETRANSLATE($B163,""en"",""as""),$B163)","=IFERROR(GOOGLETRANSLATE($B163,""en"",""gom""),$B163)","=IFERROR(GOOGLETRANSLATE($B163,""en"",""gu""),$B163)","=IFERROR(GOOGLETRANSLATE($B163,""en"",""mr""),$B163)","=IFERROR(GOOGLETRANSLATE($B163,""en"",""mni-Mtei""),$B163)","=IFERROR(GOOGLETRANSLATE($B163,""en"",""lus""),$B163)","=IFERROR(GOOGLETRANSLATE($B163,""en"",""or""),$B163)","=IFERROR(GOOGLETRANSLATE($B163,""en"",""pa""),$B163)","=IFERROR(GOOGLETRANSLATE($B163,""en"",""ne""),$B163)","=IFERROR(GOOGLETRANSLATE($B163,""en"",""bn""),$B163)","=IFERROR(GOOGLETRANSLATE($B163,""en"",""ks""),$B163)",=$B163
ui_0163,Enter a referral code if you have one.,"=IFERROR(GOOGLETRANSLATE($B164,""en"",""as""),$B164)","=IFERROR(GOOGLETRANSLATE($B164,""en"",""gom""),$B164)","=IFERROR(GOOGLETRANSLATE($B164,""en"",""gu""),$B164)","=IFERROR(GOOGLETRANSLATE($B164,""en"",""mr""),$B164)","=IFERROR(GOOGLETRANSLATE($B164,""en"",""mni-Mtei""),$B164)","=IFERROR(GOOGLETRANSLATE($B164,""en"",""lus""),$B164)","=IFERROR(GOOGLETRANSLATE($B164,""en"",""or""),$B164)","=IFERROR(GOOGLETRANSLATE($B164,""en"",""pa""),$B164)","=IFERROR(GOOGLETRANSLATE($B164,""en"",""ne""),$B164)","=IFERROR(GOOGLETRANSLATE($B164,""en"",""bn""),$B164)","=IFERROR(GOOGLETRANSLATE($B164,""en"",""ks""),$B164)",=$B164
ui_0164,Enter business name,"=IFERROR(GOOGLETRANSLATE($B165,""en"",""as""),$B165)","=IFERROR(GOOGLETRANSLATE($B165,""en"",""gom""),$B165)","=IFERROR(GOOGLETRANSLATE($B165,""en"",""gu""),$B165)","=IFERROR(GOOGLETRANSLATE($B165,""en"",""mr""),$B165)","=IFERROR(GOOGLETRANSLATE($B165,""en"",""mni-Mtei""),$B165)","=IFERROR(GOOGLETRANSLATE($B165,""en"",""lus""),$B165)","=IFERROR(GOOGLETRANSLATE($B165,""en"",""or""),$B165)","=IFERROR(GOOGLETRANSLATE($B165,""en"",""pa""),$B165)","=IFERROR(GOOGLETRANSLATE($B165,""en"",""ne""),$B165)","=IFERROR(GOOGLETRANSLATE($B165,""en"",""bn""),$B165)","=IFERROR(GOOGLETRANSLATE($B165,""en"",""ks""),$B165)",=$B165
ui_0165,Enter referral code,"=IFERROR(GOOGLETRANSLATE($B166,""en"",""as""),$B166)","=IFERROR(GOOGLETRANSLATE($B166,""en"",""gom""),$B166)","=IFERROR(GOOGLETRANSLATE($B166,""en"",""gu""),$B166)","=IFERROR(GOOGLETRANSLATE($B166,""en"",""mr""),$B166)","=IFERROR(GOOGLETRANSLATE($B166,""en"",""mni-Mtei""),$B166)","=IFERROR(GOOGLETRANSLATE($B166,""en"",""lus""),$B166)","=IFERROR(GOOGLETRANSLATE($B166,""en"",""or""),$B166)","=IFERROR(GOOGLETRANSLATE($B166,""en"",""pa""),$B166)","=IFERROR(GOOGLETRANSLATE($B166,""en"",""ne""),$B166)","=IFERROR(GOOGLETRANSLATE($B166,""en"",""bn""),$B166)","=IFERROR(GOOGLETRANSLATE($B166,""en"",""ks""),$B166)",=$B166
ui_0166,Enter valid email,"=IFERROR(GOOGLETRANSLATE($B167,""en"",""as""),$B167)","=IFERROR(GOOGLETRANSLATE($B167,""en"",""gom""),$B167)","=IFERROR(GOOGLETRANSLATE($B167,""en"",""gu""),$B167)","=IFERROR(GOOGLETRANSLATE($B167,""en"",""mr""),$B167)","=IFERROR(GOOGLETRANSLATE($B167,""en"",""mni-Mtei""),$B167)","=IFERROR(GOOGLETRANSLATE($B167,""en"",""lus""),$B167)","=IFERROR(GOOGLETRANSLATE($B167,""en"",""or""),$B167)","=IFERROR(GOOGLETRANSLATE($B167,""en"",""pa""),$B167)","=IFERROR(GOOGLETRANSLATE($B167,""en"",""ne""),$B167)","=IFERROR(GOOGLETRANSLATE($B167,""en"",""bn""),$B167)","=IFERROR(GOOGLETRANSLATE($B167,""en"",""ks""),$B167)",=$B167
ui_0167,Enter your designation,"=IFERROR(GOOGLETRANSLATE($B168,""en"",""as""),$B168)","=IFERROR(GOOGLETRANSLATE($B168,""en"",""gom""),$B168)","=IFERROR(GOOGLETRANSLATE($B168,""en"",""gu""),$B168)","=IFERROR(GOOGLETRANSLATE($B168,""en"",""mr""),$B168)","=IFERROR(GOOGLETRANSLATE($B168,""en"",""mni-Mtei""),$B168)","=IFERROR(GOOGLETRANSLATE($B168,""en"",""lus""),$B168)","=IFERROR(GOOGLETRANSLATE($B168,""en"",""or""),$B168)","=IFERROR(GOOGLETRANSLATE($B168,""en"",""pa""),$B168)","=IFERROR(GOOGLETRANSLATE($B168,""en"",""ne""),$B168)","=IFERROR(GOOGLETRANSLATE($B168,""en"",""bn""),$B168)","=IFERROR(GOOGLETRANSLATE($B168,""en"",""ks""),$B168)",=$B168
